Iteration	Fold	Weighted accuracy	Unweighted accuracy
0	0	0.8544152744630071	0.8526315789473684
0	1	0.7534693877551021	0.8677248677248677
0	2	0.8687727825030377	0.8526315789473684
0	3	0.8792270531400966	0.8770053475935828
0	4	0.8053763440860215	0.8571428571428571
0	5	0.8002136752136753	0.7967914438502673
0	6	0.8129722921914357	0.8594594594594595
0	7	0.8455730954015099	0.8457446808510638
0	8	0.8587819947043248	0.8186813186813187
0	9	0.8285181733457595	0.8773006134969326
1	0	0.8133198789101918	0.8631578947368421
1	1	0.5503062117235346	0.8415300546448088
1	2	0.6816479400749064	0.8412698412698413
1	3	0.8536009445100354	0.8783068783068783
1	4	0.9698097601323408	0.8279569892473119
1	5	0.9121338912133892	0.8674033149171271
1	6	0.895959595959596	0.8776595744680851
1	7	0.7992307692307692	0.8457446808510638
1	8	0.9417535254445125	0.88268156424581
1	9	0.7948571428571428	0.7941176470588235
2	0	0.8764940239043825	0.8804347826086957
2	1	0.8597464342313788	0.9021739130434783
2	2	0.8072502210433244	0.8670212765957447
2	3	0.8960205391527599	0.8722222222222222
2	4	0.7321772639691715	0.8148148148148148
2	5	0.7382230172927847	0.824468085106383
2	6	0.7709844559585493	0.8031914893617021
2	7	0.8609904430929627	0.8609625668449198
2	8	0.892136681762042	0.851063829787234
2	9	0.8828193832599119	0.8682634730538922
3	0	0.6524633821571239	0.7967914438502673
3	1	0.74079874706343	0.8518518518518519
3	2	0.7918340026773761	0.8473684210526315
3	3	0.8994668697638994	0.8157894736842105
3	4	0.9171597633136095	0.8626373626373627
3	5	0.8351012536162006	0.824468085106383
3	6	0.9222520107238605	0.8972972972972973
3	7	0.8753229974160207	0.8877005347593583
3	8	0.9507972665148063	0.8693181818181818
3	9	0.675764192139738	0.9230769230769231
4	0	0.7429305912596401	0.8421052631578947
4	1	0.8418657565415245	0.8578947368421053
4	2	0.9309727471653073	0.8148148148148148
4	3	0.8830823737821081	0.8716577540106952
4	4	0.8858603066439523	0.8571428571428571
4	5	0.8701570680628272	0.8829787234042553
4	6	0.8640533778148457	0.8370786516853933
4	7	0.8410094637223975	0.8670212765957447
4	8	0.5659630606860159	0.8666666666666667
4	9	0.855072463768116	0.8780487804878049

tokseq	label	cv_label	cv_count	corpus_count	cv_predicted[0]	cv_predicted[1]
('IgD+', 'CD38dim')	molecular signature	molecular signature	5	1	5	0
('IgD-', 'CD38-')	molecular signature	molecular signature	5	1	5	0
('CD127-CD8', '+')	molecular signature	molecular signature	5	1	5	0
('IgD-CD38-B',)	molecular signature	molecular signature	5	1	5	0
('nerve-resident',)	None	None	0	1	0	0
('alpha-cells',)	None	None	0	1	0	0
('polypeptide-cell',)	None	None	0	1	0	0
('delta-cell',)	None	None	0	1	0	0
('samsung',)	None	None	0	0	0	0
('medical',)	None	None	0	0	0	0
('samsung', 'medical')	None	None	0	1	0	0
('apart',)	None	None	0	1	0	0
('stain',)	None	None	0	0	0	0
('stroma',)	lineage	lineage	5	5	5	0
('activation', 'protein')	None	None	0	0	0	0
('protein', 'stain')	None	None	0	0	0	0
('activation', 'protein', 'stain')	None	None	0	1	0	0
('(Th)+',)	None	None	0	1	0	0
('Th-expressing',)	None	None	0	1	0	0
('mesendoderm',)	lineage	lineage	5	1	5	0
('prog',)	None	None	0	1	0	0
('Tgd',)	None	None	0	2	0	0
('CD34',)	molecular signature	None	0	0	0	0
('liver-derived',)	None	None	0	1	0	0
('CD34', '+')	molecular signature	molecular signature	5	7	5	0
('podoplanin-positive',)	molecular signature	molecular signature	5	1	5	0
('wharton',)	None	None	0	1	0	0
('tissue-MSCs',)	None	None	0	1	0	0
('CD14-',)	molecular signature	None	0	0	0	0
('CD14-', 'positive')	molecular signature	molecular signature	5	1	5	0
('progression',)	None	None	0	1	0	0
('osteogenic',)	None	None	0	1	0	0
('degenerate',)	None	None	0	2	0	0
('meniscus',)	anatomical	anatomical	5	2	5	0
('prehypertrophic',)	None	None	0	2	0	0
('ProFC',)	None	None	0	1	0	0
('intratumoral',)	disease	anatomical	5	4	0	5
('receptor-beta+CD44+CD62L-CD69+CD103',)	molecular signature	None	0	0	0	0
('receptor-beta+CD44+CD62L-CD69+CD103', '+')	molecular signature	molecular signature	5	1	5	0
('sorted',)	None	None	0	1	0	0
('receptor-beta+CD44',)	molecular signature	None	0	0	0	0
('receptor-beta+CD44', '+')	molecular signature	molecular signature	5	1	5	0
('CD69+CD103', '+')	molecular signature	molecular signature	5	1	5	0
('distant',)	None	None	0	1	0	0
('receptor-beta+CD44+CD62L+CD69-CD103-',)	molecular signature	molecular signature	5	1	5	0
('TCMs',)	None	None	0	1	0	0
('receptor-beta+CD44+CD62L-CD69-CD103-',)	molecular signature	molecular signature	5	1	5	0
('somatostatin-expressing',)	molecular signaling	molecular signaling	5	2	5	0
('fluid-contacting',)	None	None	0	3	0	0
('a549',)	None	None	0	1	0	0
('CD31+/CD34+/CXCR4',)	None	None	0	1	0	0
('Pro-E',)	None	None	0	1	0	0
('Baso-E',)	None	None	0	1	0	0
('Poly-E',)	None	None	0	1	0	0
('Ortho-E',)	None	None	0	1	0	0
('erythroid-lineage',)	lineage	lineage	5	1	5	0
('megakaryocytic-lineage',)	None	None	0	1	0	0
('DC2s',)	None	None	0	3	0	0
('CD11blo',)	molecular signature	molecular signature	5	1	5	0
('IL-4+GATA3', '+')	molecular signature	molecular signature	5	1	5	0
('TH',)	None	None	0	1	0	0
('IL-17+RORgammat+',)	molecular signature	None	0	0	0	0
('IL-17+RORgammat+', 'TH')	molecular signature	molecular signature	5	1	5	0
('CD25',)	None	None	0	1	0	0
('FOXP3',)	None	None	0	1	0	0
('CD117',)	molecular signature	molecular signature	5	1	5	0
('NKG2D+',)	molecular signature	molecular signature	5	1	5	0
('CD69', '+')	molecular signature	molecular signature	5	1	5	0
('antral',)	None	None	0	3	0	0
('GV0',)	None	None	0	2	0	0
('antral', 'GV0')	None	None	0	0	0	0
('Epithelial-NE',)	None	None	0	1	0	0
('Plasma_B',)	None	None	0	1	0	0
('nail',)	anatomical	anatomical	5	2	5	0
('preovulatory',)	developmental	developmental	5	1	5	0
('ESC-derived',)	lineage	lineage	5	1	5	0
('putatively',)	None	None	0	2	0	0
('NCa-NK',)	None	None	0	1	0	0
('Ca-NK',)	role	role	5	1	5	0
('Ca-CD56dimNK',)	molecular signature	molecular signature	5	1	5	0
('NCa-CD56dimNK',)	molecular signature	molecular signature	5	1	5	0
('neurosphere',)	None	None	0	1	0	0
('brain-tumor',)	anatomical	disease	5	1	0	5
('parvalbumin-immunoreactive',)	None	None	0	2	0	0
('IgMlo',)	molecular signature	molecular signature	5	2	5	0
('IgMhi',)	molecular signature	molecular signature	5	1	5	0
('multilymphoid',)	None	None	0	1	0	0
('induced',)	None	None	0	1	0	0
('putative',)	None	None	0	1	0	0
('damage-associated',)	None	None	0	2	0	0
('marrow-mesenchymal',)	lineage	lineage	5	1	5	0
('High-grade',)	None	None	0	1	0	0
('High-grade', 'serous')	None	None	0	0	0	0
('intrarenal',)	anatomical	anatomical	5	1	5	0
('tDCs',)	None	None	0	1	0	0
('CD71', '+')	molecular signature	molecular signature	5	1	5	0
('megakaryocyte-erythrocyte',)	None	None	0	1	0	0
('erythroid-differentiated',)	None	None	0	1	0	0
('gra',)	None	None	0	1	0	0
('HPC',)	None	None	0	2	0	0
('ery', 'HPC')	None	None	0	1	0	0
('cell-biased',)	None	None	0	1	0	0
('BMNCs',)	None	None	0	1	0	0
('non-hematopoietic',)	None	None	0	3	0	0
('cMono',)	None	None	0	1	0	0
('CD56', '+')	molecular signature	molecular signature	5	4	5	0
('T-mito',)	None	None	0	1	0	0
('deciduous',)	developmental	developmental	5	1	5	0
('BMSCs',)	None	None	0	1	0	0
('Sncg',)	None	None	0	1	0	0
('Sst',)	molecular signaling	molecular signaling	5	1	5	0
('extratelencephalically',)	anatomical	anatomical	5	1	5	0
("'", 'extratelencephalically')	anatomical	appearance	5	1	0	5
('intratelencephalically',)	anatomical	anatomical	5	1	5	0
('micro',)	None	None	0	1	0	0
('oligo',)	None	None	0	1	0	0
('TFR',)	None	None	0	1	0	0
('FOXP3', '+')	molecular signature	molecular signature	5	2	5	0
('CD20', '+', 'B')	molecular signature	molecular signature	5	1	5	0
('hDPSCs',)	None	None	0	1	0	0
('pDPSCs',)	None	None	0	1	0	0
('periosteal',)	anatomical	anatomical	5	1	5	0
('epicardium-derived',)	lineage	lineage	5	2	5	0
('Epicardium-derived',)	None	None	0	1	0	0
('immunoglobulin',)	None	None	0	2	0	0
('Myeloma+',)	None	None	0	2	0	0
('CD19+CD38dim',)	molecular signature	molecular signature	5	1	5	0
('IgM+IgD+IgG+IgA+',)	molecular signature	molecular signature	5	1	5	0
('CSCs',)	None	None	0	1	0	0
('hepatocellular',)	None	None	0	2	0	0
('CD45-ICAM-1', '+')	molecular signature	molecular signature	5	2	5	0
('adhesion', 'molecule+')	molecular signature	molecular signature	5	2	5	0
('ucbc',)	None	None	0	1	0	0
('nerve', 'fiber')	anatomical	root	4	1	0	5
('I-retinal',)	None	None	0	1	0	0
('C-retinal',)	None	None	0	1	0	0
('neur',)	None	None	0	1	0	0
('schwan',)	eponym	eponym	5	1	5	0
('oxyphilic',)	None	None	0	1	0	0
('CD34+Prolactin',)	None	None	0	2	0	0
('receptor+',)	molecular signature	molecular signature	5	2	5	0
('Multi-lymphoid',)	None	None	0	1	0	0
('prolactin', 'receptor+')	molecular signature	molecular signature	5	1	5	0
('receptor-',)	None	None	0	0	0	0
('CD34+Prolactin', 'receptor-')	None	None	0	1	0	0
('CD94', '+')	molecular signature	molecular signature	5	1	5	0
('CD336', '+')	molecular signature	molecular signature	5	1	5	0
('BP',)	None	None	0	2	0	0
('blastocyst',)	None	None	0	1	0	0
('SOX17-positive',)	None	None	0	1	0	0
('ocular',)	anatomical	anatomical	5	2	5	0
('auerbach',)	eponym	None	0	0	0	0
('auerbach', "'s")	eponym	eponym	5	1	5	0
('secretomotor',)	molecular signaling	molecular signaling	5	2	5	0
('vasomotor',)	anatomical	role	5	1	0	5
('nitric',)	None	None	0	0	0	0
('oxide',)	None	None	0	0	0	0
('i.e.',)	None	None	0	1	0	0
('nNOS',)	None	None	0	1	0	0
('nitric', 'oxide')	None	None	0	0	0	0
('oxide', 'synthase')	None	None	0	0	0	0
('nitric', 'oxide', 'synthase')	None	None	0	1	0	0
('TRAP+',)	molecular signature	molecular signature	5	1	5	0
('TNFRSF4', '+')	molecular signature	molecular signature	5	1	5	0
('insulin-producing',)	molecular signaling	molecular signaling	5	1	5	0
('PD1', '+')	molecular signature	molecular signature	5	3	5	0
('presence',)	None	None	0	1	0	0
('CD1c-CD141hi',)	molecular signature	molecular signature	5	1	5	0
('minimal',)	state	state	5	2	5	0
('residual',)	state	state	5	2	5	0
('lipid-specialized',)	None	None	0	1	0	0
('granulomatous',)	appearance	disease	5	2	0	5
('CD8+/PD-1', '+')	molecular signature	molecular signature	5	1	5	0
('IgA+',)	molecular signature	molecular signature	5	1	5	0
('long-term-hematopoietic',)	None	None	0	2	0	0
('CD63',)	molecular signature	None	0	0	0	0
('CD63', '+')	molecular signature	molecular signature	5	1	5	0
('NK-cells',)	role	role	5	1	5	0
('PMN-myeloid',)	None	None	0	1	0	0
('mesodermal-derived',)	None	None	0	1	0	0
('LHRH-producing',)	molecular signaling	molecular signaling	5	1	5	0
('marrow-resident',)	None	None	0	1	0	0
('MO',)	None	None	0	1	0	0
('gMDSC',)	None	None	0	1	0	0
('regeneration',)	None	None	0	1	0	0
('regeneration', 'enriched')	None	None	0	0	0	0
('SOX10pos',)	molecular signature	molecular signature	5	1	5	0
('ASCL1pos',)	molecular signature	None	0	0	0	0
('SOX10pos', 'ASCL1pos')	molecular signature	None	0	0	0	0
('ASCL1pos', 'transition')	molecular signature	None	0	0	0	0
('SOX10pos', 'ASCL1pos', 'transition')	molecular signature	molecular signature	5	1	5	0
('SOX10neg',)	molecular signature	None	0	0	0	0
('ASCL1pos', 'SOX10neg')	molecular signature	molecular signature	5	1	5	0
('ISL1pos',)	molecular signature	None	0	0	0	0
('ASCL1neg',)	molecular signature	None	0	0	0	0
('ISL1pos', 'ASCL1neg')	molecular signature	molecular signature	5	1	5	0
('gustatory', 'nerve')	anatomical	molecular signaling	5	1	0	5
('GFP-expressing',)	molecular signature	molecular signature	5	1	5	0
('virus-PHP.S::flex-GCaMP6s',)	molecular signature	None	0	0	0	0
('view',)	None	None	0	1	0	0
('mCherry',)	None	None	0	1	0	0
('GCaMP',)	None	None	0	1	0	0
('Adeno-associated', 'virus-PHP.S::flex-GCaMP6s')	molecular signature	molecular signaling	5	1	0	5
('XCR1-',)	molecular signature	molecular signaling	5	1	0	5
('migDCs',)	None	None	0	1	0	0
('Pre-B',)	None	None	0	1	0	0
('Foxp3', '+')	molecular signature	molecular signature	5	4	5	0
('/peripheral',)	None	None	0	1	0	0
('Foxp3-interleukin-10',)	molecular signature	None	0	0	0	0
('Foxp3-interleukin-10', '+')	molecular signature	None	0	0	0	0
('+', 'Tr1')	molecular signature	None	0	0	0	0
('Foxp3-interleukin-10', '+', 'Tr1')	molecular signature	molecular signature	5	1	5	0
('adip',)	None	None	0	1	0	0
('NC',)	None	None	0	1	0	0
('aCM',)	None	None	0	1	0	0
('vCM',)	None	None	0	1	0	0
('marker-positive',)	molecular signature	molecular signature	5	1	5	0
('autonomic', 'nervous', 'system')	anatomical	anatomical	5	1	5	0
('dysfunctional',)	None	None	0	1	0	0
('MK_Prog',)	None	None	0	1	0	0
('synovial-derived',)	lineage	lineage	5	1	5	0
('SMSCs',)	None	None	0	1	0	0
('VEGFA+',)	molecular signature	molecular signature	5	1	5	0
('interferon-gamma-secreting',)	molecular signaling	molecular signaling	5	1	5	0
('DC3s',)	None	None	0	1	0	0
('CD14Mono',)	molecular signature	molecular signature	5	1	5	0
('CD16Mono',)	molecular signature	molecular signature	5	1	5	0
('CDT2',)	None	None	0	1	0	0
('T-Lympho',)	None	None	0	1	0	0
('T-helper-cell',)	None	None	0	1	0	0
('TH17',)	None	None	0	1	0	0
('PMNs',)	None	None	0	2	0	0
('deplete',)	state	state	5	1	5	0
('T8',)	variant	molecular signature	5	2	0	5
('CD21low',)	molecular signature	None	0	0	0	0
('CD38low',)	molecular signature	None	0	0	0	0
('CD21low', 'CD38low')	molecular signature	molecular signature	5	1	5	0
('regulator',)	role	role	5	4	5	0
('DRGs',)	None	None	0	1	0	0
('CD11b-CD103-',)	molecular signature	molecular signature	5	1	5	0
('fibrocartilage',)	None	None	0	1	0	0
('homeostatic',)	None	None	0	1	0	0
('CD141',)	molecular signature	None	0	0	0	0
('CD141', '+')	molecular signature	molecular signature	5	1	5	0
('CD1c+',)	molecular signature	None	0	0	0	0
('CD1c+', 'A')	molecular signature	molecular signature	5	1	5	0
('CD163',)	molecular signature	None	0	0	0	0
('CD163', '+')	molecular signature	molecular signature	5	2	5	0
('CD1c+', 'B')	molecular signature	molecular signature	5	1	5	0
('CD1c-',)	molecular signature	None	0	0	0	0
('CD141-',)	molecular signature	None	0	0	0	0
('CD1c-', 'CD141-')	molecular signature	molecular signature	5	1	5	0
('AXL+',)	molecular signature	molecular signature	5	1	5	0
('SIGLEC6', '+')	molecular signature	molecular signature	5	2	5	0
('ectomesenchymal',)	lineage	lineage	5	1	5	0
('haesc',)	None	None	0	1	0	0
('C1QC+',)	molecular signature	molecular signature	5	1	5	0
('neuronal-associated',)	None	None	0	1	0	0
('gut-resident',)	anatomical	state	5	1	0	5
('aCap',)	None	None	0	2	0	0
('c+',)	None	None	0	2	0	0
('beta-Cell',)	None	None	0	1	0	0
('CXCR4',)	molecular signature	None	0	0	0	0
('CXCR4', '+')	molecular signature	molecular signature	5	1	5	0
('disseminated',)	None	None	0	1	0	0
('foeto-maternal',)	lineage	None	0	0	0	0
('foeto-maternal', 'interface')	lineage	None	0	0	0	0
('foeto-maternal', 'interface', 'include')	lineage	anatomical	5	2	0	5
('CD8+CD103+CD69',)	molecular signature	None	0	0	0	0
('CD8+CD103+CD69', '+')	molecular signature	molecular signature	5	1	5	0
('HLA-DR+CD38',)	molecular signature	None	0	0	0	0
('HLA-DR+CD38', '+')	molecular signature	molecular signature	5	1	5	0
('AF-mesenchymal',)	None	None	0	1	0	0
('CL-mesenchymal',)	None	None	0	1	0	0
('membrane', 'laeve')	eponym	eponym	5	1	5	0
('WJ-mesenchymal',)	None	None	0	1	0	0
('UCB-mesenchymal',)	None	None	0	1	0	0
('CP-mesenchymal',)	None	None	0	1	0	0
('chorionic', 'plate')	anatomical	anatomical	5	1	5	0
('CV-mesenchymal',)	None	None	0	1	0	0
('chorionic', 'villi')	anatomical	lineage	2	1	1	4
('towards',)	None	None	0	1	0	0
('transmembrane',)	anatomical	anatomical	3	1	3	2
('transiently',)	state	state	5	1	5	0
('immunity',)	None	None	0	1	0	0
('monocyte-lineage',)	lineage	lineage	5	1	5	0
('monocyticMDSCs',)	None	None	0	1	0	0
('terminally-differentiated',)	None	None	0	1	0	0
('PreAs',)	None	None	0	1	0	0
('non-differentiated',)	None	None	0	1	0	0
('CK14',)	molecular signature	None	0	0	0	0
('CK13-',)	molecular signature	molecular signature	5	1	5	0
('CK20-',)	molecular signature	molecular signature	5	1	5	0
('non-differentiated', 'phenotype')	None	None	0	0	0	0
('CK14', '+')	molecular signature	molecular signature	5	1	5	0
('CK14-',)	molecular signature	molecular signature	5	1	5	0
('CK13',)	molecular signature	None	0	0	0	0
('CK20',)	molecular signature	None	0	0	0	0
('CK13', '+')	molecular signature	molecular signature	5	1	5	0
('CK20', '+')	molecular signature	molecular signature	5	1	5	0
('myofibroblastic',)	lineage	lineage	5	2	5	0
('TGFbeta-responsive',)	molecular signaling	state	4	1	1	4
('Col1-expressing',)	molecular signature	molecular signature	5	1	5	0
('cord-derived',)	lineage	lineage	5	1	5	0
('WJMSCs',)	None	None	0	1	0	0
('mensural',)	None	None	0	1	0	0
('testis-derived',)	None	None	0	1	0	0
('polymorphonuclear-Myeloid-derived',)	lineage	lineage	5	2	5	0
('BMDCs',)	None	None	0	2	0	0
('ventricle-CM',)	None	None	0	1	0	0
('ventricular/compact',)	anatomical	anatomical	5	1	5	0
('ecp',)	None	None	0	1	0	0
('d.',)	None	None	0	1	0	0
('d.', 'CM')	None	None	0	0	0	0
('np-endothelial',)	None	None	0	1	0	0
('non-proliferative',)	None	None	0	1	0	0
('EP',)	None	None	0	1	0	0
('p-endothelial',)	None	None	0	1	0	0
('endocardial/endothelial',)	None	None	0	1	0	0
('T.CM',)	None	None	0	1	0	0
('FI',)	None	None	0	1	0	0
('MP',)	None	None	0	2	0	0
('SLE_PBMC',)	None	None	0	1	0	0
('NC_PBMC',)	None	None	0	1	0	0
('effector/memory',)	None	None	0	1	0	0
('chemotactic',)	role	role	5	1	5	0
('NK_proliferation',)	role	role	5	1	5	0
('embryo-derived',)	lineage	developmental	5	1	0	5
('CD41a-erythroid',)	None	None	0	0	0	0
('marker', 'CD41a-erythroid')	None	None	0	1	0	0
('BM',)	None	None	0	1	0	0
('PCs',)	None	None	0	4	0	0
('cell/plasma',)	None	None	0	2	0	0
('callus',)	anatomical	lineage	5	1	0	5
('killer-cells',)	role	role	5	1	5	0
('Opn1sw-expressing',)	None	None	0	1	0	0
('long-term-Hematopoietic',)	None	None	0	1	0	0
('monocytesc',)	None	None	0	1	0	0
('neutrophilsc',)	None	None	0	1	0	0
('pro-tumoral',)	disease	disease	5	1	5	0
('reactivate',)	state	state	5	2	5	0
('isotype', 'switch')	state	state	5	1	5	0
('alpha-retina',)	None	None	0	2	0	0
('CD127-expressing',)	molecular signature	molecular signature	5	1	5	0
('Kit+Lin-',)	molecular signature	molecular signature	5	1	5	0
('CD138',)	molecular signature	None	0	0	0	0
('CD138', '+')	molecular signature	molecular signature	5	1	5	0
('proliferation',)	None	None	0	2	0	0
('T', 'proliferation')	None	None	0	0	0	0
('multi-lineage',)	None	None	0	1	0	0
('VGlut3-positive',)	molecular signature	molecular signature	5	1	5	0
('VGlut3-Amacrine',)	None	None	0	1	0	0
('Vglut3', '+')	molecular signature	molecular signature	5	1	5	0
('hydroxylase-positive',)	molecular signature	None	0	0	0	0
('tyrosine', 'hydroxylase-positive')	molecular signature	molecular signature	5	1	5	0
('non-GABAergic',)	molecular signaling	None	0	0	0	0
('non-glycinergic', 'non-GABAergic')	molecular signaling	molecular signaling	5	1	5	0
('PV-EPL',)	None	None	0	1	0	0
('alphaRGCs',)	None	None	0	1	0	0
('T-retinal',)	None	None	0	1	0	0
('Rbpj-deficient',)	None	None	0	1	0	0
('component-producing',)	None	None	0	1	0	0
('milk-producing',)	None	None	0	1	0	0
('CD45RO+',)	molecular signature	molecular signature	5	1	5	0
('trace',)	None	None	0	1	0	0
('violet+',)	None	None	0	1	0	0
('trace', 'violet+')	None	None	0	0	0	0
('divide',)	None	None	0	2	0	0
('pre-inspiratory',)	None	None	0	1	0	0
('nociceptor-like',)	None	None	0	1	0	0
('non-peptidergic',)	None	None	0	1	0	0
('low-threshold',)	stimulus	state	3	1	2	3
('ON', 'RBCs')	None	None	0	0	0	0
('siglecfhi',)	None	None	0	1	0	0
('siglecflow',)	None	None	0	1	0	0
('SiglecFlowICAMlow',)	None	None	0	1	0	0
('SiglecFhiICAMhi', 'compare')	molecular signature	molecular signature	3	1	3	2
('suprachiasmatic',)	None	None	0	2	0	0
('CD117-/lo',)	molecular signature	molecular signature	5	1	5	0
('CD117-',)	molecular signature	molecular signature	5	1	5	0
('CD117loCD24hi',)	molecular signature	molecular signature	5	1	5	0
('DN1c',)	None	None	0	1	0	0
('CD117-CD24hi',)	molecular signature	molecular signature	5	1	5	0
('DN1d',)	None	None	0	1	0	0
('CD117-CD24-',)	molecular signature	molecular signature	5	1	5	0
('DN1e',)	None	None	0	1	0	0
('DN1a',)	None	None	0	1	0	0
('DN1b',)	None	None	0	1	0	0
('near',)	None	None	0	1	0	0
('stem-cell',)	None	None	0	2	0	0
('periphery-induced',)	None	None	0	1	0	0
('IL-10-secreating',)	molecular signaling	molecular signaling	5	1	5	0
('help',)	role	role	5	1	5	0
('neuroepithelium',)	lineage	lineage	5	1	5	0
('OLR1',)	molecular signature	molecular signaling	5	1	0	5
('CL12',)	molecular signature	role	3	1	0	5
('C34',)	None	None	0	0	0	0
('MHC',)	None	None	0	0	0	0
('pos',)	None	None	0	1	0	0
('C34', 'MHC')	None	None	0	1	0	0
('class-switched',)	None	None	0	1	0	0
('CD27negCD23+IgMhighIgDhigh',)	molecular signature	molecular signature	5	1	5	0
('CD27neg',)	molecular signature	molecular signature	5	2	5	0
('non-Thymic',)	None	None	0	1	0	0
('-II',)	None	None	0	1	0	0
('p/c-BC',)	None	None	0	1	0	0
('proliferating/cycling',)	None	None	0	1	0	0
('d/s-BC',)	None	None	0	1	0	0
('M-CC',)	None	None	0	1	0	0
('mucous', 'ciliated')	None	None	0	1	0	0
('TC-like',)	None	None	0	1	0	0
('tuft-like',)	None	None	0	1	0	0
('pnecstem',)	None	None	0	1	0	0
('steroidogenic',)	role	molecular signaling	5	4	0	5
('corticotropin-releasing',)	None	None	0	1	0	0
('caec',)	None	None	0	1	0	0
('angio-IFN-endothelial',)	None	None	0	1	0	0
('Non-proliferative',)	None	None	0	1	0	0
('phalanx',)	anatomical	anatomical	5	1	5	0
('hemogenic',)	disease	disease	4	1	4	1
('ihc',)	None	None	0	2	0	0
('CC/OS',)	None	None	0	1	0	0
('cells/outer',)	None	None	0	1	0	0
('M.L.Kolliker',)	eponym	None	0	0	0	0
('M.L.Kolliker', "'s")	eponym	eponym	5	1	5	0
('medial-lateral',)	None	None	0	1	0	0
('CD326+CD325a-',)	None	None	0	1	0	0
('CD326+CD235', '+')	molecular signature	molecular signature	5	1	5	0
('CD326-CD235a+',)	molecular signature	None	0	0	0	0
('CD326-CD235a+', 'late')	molecular signature	molecular signature	5	1	5	0
('lens', 'vesicle')	None	None	0	0	0	0
('develop',)	developmental	developmental	5	1	5	0
('Ms4a7-expressing',)	molecular signature	molecular signature	5	1	5	0
('accumben', 'MSNs')	None	None	0	0	0	0
('somato',)	None	None	0	1	0	0
('lacto',)	None	None	0	1	0	0
('prolif',)	None	None	0	2	0	0
('cortico',)	anatomical	molecular signaling	5	1	0	5
('gonado',)	molecular signaling	molecular signaling	4	1	4	1
('thyro',)	None	None	0	1	0	0
('gonado', 'prog')	molecular signaling	molecular signaling	5	1	5	0
('gonado', 'prec')	molecular signaling	molecular signaling	5	1	5	0
('prolif', 'SC')	None	None	0	0	0	0
('CD8_act_T_cells',)	None	None	0	1	0	0
('CD8_ex_T_cells',)	None	None	0	1	0	0
('Tcell_prolif',)	None	None	0	1	0	0
('deep-layer',)	None	None	0	1	0	0
('upper-layer',)	None	None	0	1	0	0
('Tnfsf11', '+')	molecular signature	molecular signature	5	1	5	0
('endocortical',)	lineage	anatomical	5	1	0	5
('Tnfrsf11b+',)	molecular signature	molecular signature	5	1	5	0
('non-sensory',)	role	role	5	1	5	0
('Ly6GhiCXCR4hiCXCR2lo',)	molecular signature	molecular signature	5	1	5	0
('Glioblastoma-tumor-infiltrating',)	None	None	0	1	0	0
('interleukin',)	molecular signaling	None	0	0	0	0
('10',)	variant	None	0	0	0	0
('interleukin', '10')	molecular signaling	molecular signaling	5	1	5	0
('M-marrow-derived',)	None	None	0	1	0	0
('PMN-marrow-derived',)	None	None	0	1	0	0
('MMPs',)	None	None	0	1	0	0
('Granulocyte-Macrophage',)	None	None	0	1	0	0
('Megakaryocyte-erythrocyte',)	None	None	0	1	0	0
('cell-B',)	None	None	0	1	0	0
('Pro-T',)	None	None	0	1	0	0
('cell-T',)	None	None	0	1	0	0
('Pro-NK',)	role	role	5	1	5	0
('cell-NK',)	role	role	5	1	5	0
('Pro-DC',)	None	None	0	1	0	0
('MncP',)	None	None	0	1	0	0
('GrP',)	molecular signaling	molecular signaling	5	1	5	0
('EryP',)	None	None	0	1	0	0
('erythrocytic',)	lineage	root	5	1	0	5
('remak',)	None	None	0	1	0	0
('non-myelinating', 'remak')	None	None	0	1	0	0
('cutaneous',)	anatomical	anatomical	5	1	5	0
('Innate-like',)	None	None	0	1	0	0
('TH2',)	None	None	0	2	0	0
('cytolytic',)	role	role	5	1	5	0
('CD', '8')	molecular signature	molecular signature	5	1	5	0
('Tc9',)	None	None	0	1	0	0
('tail',)	anatomical	anatomical	5	1	5	0
('tenocyte-like', 'attachment')	None	None	0	0	0	0
('chondrocyte-like', 'attachment')	None	None	0	0	0	0
('little',)	None	None	0	1	0	0
('intravascular',)	anatomical	anatomical	5	2	5	0
('CD117+CRTH2-',)	molecular signature	molecular signature	5	1	5	0
('CD117-CRTH2-CD45RA+',)	molecular signature	molecular signature	5	2	5	0
('GZMH+CD8',)	molecular signature	None	0	0	0	0
('GZMH+CD8', '+')	molecular signature	None	0	0	0	0
('GZMH+CD8', '+', 'T')	molecular signature	molecular signature	5	1	5	0
('benign',)	None	None	0	1	0	0
('hyperplasia',)	None	None	0	1	0	0
('microvillar',)	None	None	0	1	0	0
('T-',)	None	None	0	3	0	0
('FenEC',)	None	None	0	1	0	0
('resident/transitional',)	None	None	0	1	0	0
('cell-derived', 'notochordal')	lineage	lineage	5	1	5	0
('Basal1',)	None	None	0	1	0	0
('hSC-CMs',)	None	None	0	1	0	0
('CD31+CD34+CD73',)	None	None	0	1	0	0
('-CD105',)	molecular signature	molecular signature	5	1	5	0
('-CD146',)	molecular signature	None	0	0	0	0
('-CD90', '+')	molecular signature	None	0	0	0	0
('+', '-CD146')	molecular signature	None	0	0	0	0
('-CD146', '+')	molecular signature	None	0	0	0	0
('+', '-CD90', '+')	molecular signature	molecular signature	5	2	5	0
('+', '-CD146', '+')	molecular signature	molecular signature	5	1	5	0
